qid,question,rule_policy,oracle_policy,chunk_confidence,bm25_confidence,hybrid_confidence,ace_confidence,ace_chunk_doc_jaccard,chunk_packed_160_tokens,chunk_packed_160_doc_count,chunk_packed_160_em,chunk_packed_160_f1,ace_packed_160_tokens,ace_packed_160_doc_count,ace_packed_160_em,ace_packed_160_f1,ace_focused_160_tokens,ace_focused_160_doc_count,ace_focused_160_em,ace_focused_160_f1
techqa_DEV_Q215,"When should I use conversation sharing in DataPower MQ queue managers? MQ version 7.0 introduced a new feature, conversation sharing. Are there any special values on DataPower when configuring conversation sharing?",chunk_packed_160,ace_focused_160,0.2166612279149422,0.21544778461175584,0.2326275873993407,0.2392610206431786,0.6666666666666666,144,2,0.0,0.0,157,3,0.0,0.013071895424836602,152,1,0.0,0.0
techqa_DEV_Q249,"Help with Security Bulletin: IBM WebSphere MQ Administration command could cause denial of service (CVE-2016-8971) I need to understand details regarding Security Bulletin: IBM WebSphere MQ Administration command could cause denial of service (CVE-2016-8971). Where can I find this information?
",ace_packed_160,ace_packed_160,0.1886690616875936,0.21479516253482658,0.19869177604138807,0.22658819526894713,0.0,149,2,0.0,0.0,142,2,0.0,0.0,157,2,0.0,0.0
techqa_DEV_Q250,Help with Security Bulletin: IIB is affected by Node.js security vulnerability ( CVE-2017-1000381 and CVE-2017-11499 ) I need to understand details regarding Security Bulletin: IBM Integration Bus is affected by Node.js security vulnerability ( CVE-2017-1000381 and CVE-2017-11499 ). Where can I find this information? ,chunk_packed_160,ace_packed_160,0.19445743341833577,0.2091564606254812,0.19801087265271788,0.2134039337544814,0.0,147,2,0.0,0.0,145,2,0.0,0.0,156,2,0.0,0.0
techqa_DEV_Q129,"Help with Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM OS Images for Red Hat Linux Systems and AIX (CVE-2015-0410 and CVE-2014-6593) I need to understand details regarding ""Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM OS Images for Red Hat Linux Systems and AIX (CVE-2015-0410 and CVE-2014-6593)"" Where can I find this information? ",ace_packed_160,ace_focused_160,0.20165180632677104,0.2211590781222359,0.22367849730032302,0.317123660702616,0.1111111111111111,158,1,0.0,0.0,154,2,0.0,0.0,145,2,0.0,0.0
techqa_DEV_Q294,"Error #2070 I purchased the SPSS grad pack and put one of the licenses on one computer and another on this one. This computer crashed and I was forced to reformat the hard drive. Subsequently, I lost SPSS in the process.  I am now reinstalling with the single user copy option.

The error it gave me now when I attempted to authorize the program with the original authorization number I received was:

Authorization in progress ... (removed) Authorization failed.: You are not allowed to generate any more new licenses. End Of Transaction. All permitted authorizations for the provided authorization code(s) have been utilized. No additional authorizations are permitted on this code. If you think this is an error, please contact IBM Corp. Customer Service at spssls@us.ibm.com ( http://www-01.ibm.com/software/analytics/spss ) with your product and purchase details. Click ""Finish"" to exit.",chunk_packed_160,chunk_packed_160,0.24540194513969055,0.2555571512942355,0.2471796865105892,0.22338558877564826,0.6666666666666666,148,2,0.0,0.0,155,4,0.0,0.0,157,4,0.0,0.0
techqa_DEV_Q043,Where I can get ITNM 4.2.0.1 GA version download details with Part number?. How to download and install IBM Tivoli Network Manager IP Edition Version 4.2 Fix Pack 1 (GA) using the Passport Advantage Web site?. ,ace_packed_160,ace_packed_160,0.19497572585158934,0.21853914047931378,0.21124459637478596,0.4109940079730797,0.42857142857142855,157,3,0.0,0.0,156,3,0.0,0.0,157,3,0.0,0.0
techqa_DEV_Q037,"Help with Action required for IIB H.E.V9 and WMB H.E. V8 for security vulnerabilities in Red Hat Linux 

I need to understand details regarding Action required for IBM Integration Bus Hypervisor Edition V9.0 and WebSphere Message Broker Hypervisor Edition V8.0 for security vulnerabilities in Red Hat Linux.

Where can I find this information?",chunk_packed_160,chunk_packed_160,0.29850455210182747,0.28888888888888886,0.2988351705562172,0.3117469904358936,0.25,88,1,0.0,0.08,88,1,0.0,0.08,88,1,0.0,0.08
techqa_DEV_Q139,Help with Security Bulletin: IBM WebSphere MQ is affected by a privilege escalation vulnerability (CVE-2017-1612) I need to understand details regarding Security Bulletin: IBM WebSphere MQ is affected by a privilege escalation vulnerability (CVE-2017-1612).,ace_focused_160,ace_focused_160,0.19895101446180863,0.19641384938412515,0.2035178917333477,0.269012491472877,0.42857142857142855,159,2,0.0,0.0,140,2,0.0,0.0,133,2,0.0,0.2
techqa_DEV_Q172,"What's the procedure to drop an user in Cognos Disclosure Management? 

O.S AIX 7.1

Cognos Disclosure Management 10.2.4 What's the procedure to drop an user in Cognos Disclosure Management",ace_packed_160,chunk_packed_160,0.18063898961807542,0.21047037243680433,0.21135780579627825,0.27898972412199513,0.6666666666666666,154,3,0.0,0.0,156,4,0.0,0.0,159,3,0.0,0.0
techqa_DEV_Q137,"What things are important to consider when installing a fix pack for IIB running on a multi-instance environment? I am planning to apply a fix pack to my current version of IBM Integration Bus (IIB) using multi-instance brokers and I am looking for any important information regarding the process.

For example:

 

- installation and verification tasks
 

- is it possible to back out this fix pack in case there are issues
 

- any specific tasks for multi instance configuration",chunk_packed_160,chunk_packed_160,0.199860477036642,0.19930398563015572,0.19119159269620029,0.21746671750708535,0.1111111111111111,160,2,0.0,0.029629629629629624,160,4,0.0,0.029629629629629624,159,2,0.0,0.0
techqa_DEV_Q085,Event Dashboard breaks with Japanese filter Event Dashboard breaks when a filter is created with the browser language set to Japanese. This issue occurs in WebGUI 8.1 Fix Pack 11. ,chunk_packed_160,ace_packed_160,0.2115276846413682,0.2181496879329633,0.21842572122048687,0.22147019023151437,0.25,155,3,0.0,0.0,147,2,0.0,0.0,153,3,0.0,0.0
techqa_DEV_Q180,"Help with Security Bulletin: Security Vulnerability in IBM PureApplication System. (CVE-2015-1920) I need to understand details regarding ""Security Bulletin: Security Vulnerability in IBM PureApplication System (CVE-2015-1920)"". Where can I find this information? ",ace_packed_160,chunk_packed_160,0.18773974064422752,0.20750298090211466,0.19872114974444802,0.2181614180473435,0.0,130,2,0.0,0.0,145,2,0.0,0.0,158,2,0.0,0.0
techqa_DEV_Q205,"Launching IBM Rational Software Architect application results in Error: Java was started but returned exit code = -1 At times when you launch Rational Software Architect (RSA) application, you might encounter the following error: Error: Java was started but returned exit code = -1 ",ace_packed_160,chunk_packed_160,0.2048161875442669,0.2098275067818404,0.2078894766679363,0.2674579186859888,0.42857142857142855,154,3,0.0,0.0,156,4,0.0,0.0,154,4,0.0,0.0
techqa_DEV_Q305,"Cognos Analytics - Images not displayed in PDF/Excel, working in HTML I've just completed an upgrade to Cognos Analytics 11.0.3. When running existing reports in HTML, the images are displayed but when I try to run them in PDF/Excel they are not. ",ace_packed_160,ace_packed_160,0.2120511631189143,0.23015281649901026,0.22722932685051123,0.24353120441077492,0.42857142857142855,155,3,0.0,0.0,150,4,0.0,0.10909090909090909,160,2,0.0,0.0
techqa_DEV_Q269,"Executing a scenario suite with a Scenario Service Provider (SSP) over HTTPS How to configure the machines hosting the WebSphere Operational Decision Management modules with regard to HTTPS when executing scenario suites ?
How to avoid the exception below while requesting from Decision Center the execution of a scenario suite on Scenario Service Provider (SSP) over HTTPS ?
 Exception caught while contacting RES ilog.rules.res.util.http.IlrConnectionException: IO error when contacting ""/res/repositoryService""
 ....
 Caused by: javax.net.ssl.SSLHandshakeException: com.ibm.jsse2.util.g: PKIX path building failed: java.security.cert.CertPathBuilderException: unable to find valid certification path to requested target",ace_packed_160,ace_focused_160,0.24069881532597337,0.2450186860261262,0.2596832309902311,0.3101213418140783,0.1111111111111111,177,1,0.0,0.0335195530726257,160,3,0.0,0.0335195530726257,160,1,0.0,0.044444444444444446
techqa_DEV_Q266,How to install Packaging utility? How to install Packaging utility? ,ace_packed_160,ace_focused_160,0.16738386794084625,0.16967336530030605,0.16781071946273565,0.3313616829993018,0.6666666666666666,158,4,0.0,0.0,159,4,0.0,0.0,157,2,0.0,0.12698412698412698
techqa_DEV_Q188,Is there a support's guide to the CORBA Probes? Where can I download the support's guide to the IBM CORBA probes?,ace_packed_160,ace_packed_160,0.22780519815178152,0.22920036276831052,0.23442205159047474,0.3047834546369159,0.1111111111111111,164,1,0.0,0.0,160,5,0.0,0.07407407407407407,154,4,0.0,0.0
techqa_DEV_Q092,What versions of WSAS using Oracle 12c are supported? What versions of WSAS using Oracle 12c are supported?,ace_packed_160,ace_focused_160,0.22212654409499027,0.2589793264025589,0.24312967695506638,0.33911953827540875,0.42857142857142855,160,3,0.0,0.0,160,3,0.0,0.0,151,3,0.0,0.0
techqa_DEV_Q147,"TEP to TEPS communication issues with different Java versions Recent Java updates have caused connection problems when logging into the TEPS via the TEP client (Browser or Java Web Start). Is there an updated list of known issues?
",ace_packed_160,ace_packed_160,0.21752011684936098,0.20796185683233182,0.23304702299965022,0.3073674802604301,0.25,159,2,0.0,0.0,148,3,0.0,0.07079646017699115,155,3,0.0,0.0
techqa_DEV_Q143,"How can I configure J2EE Tomcat DC to run as Windows Service? I'm trying to configure ITCAM J2EE v7.1.1 Tomcat DC to run as a Windows Service but it fails. Is this type of configuration supported? If so, what is the right procedure to do that?
",ace_packed_160,ace_packed_160,0.23375750691693858,0.24604899735879615,0.25684982453123395,0.27599386053583647,0.6666666666666666,147,2,0.0,0.0,141,3,0.0,0.0,146,2,0.0,0.0
techqa_DEV_Q285,"Why is the file db2jcc.jar missing after an upgrade to BPM V8.5.7 CF2016.12? After upgrading to IBM Business Process Manager V8.5.7 Cumulative Fix 2016.12, I have encountered several JDBC related exceptions during my process application development. It seems that the file db2jcc.jar was removed during the installation of the cumulative fix pack. What happened? ",ace_packed_160,ace_focused_160,0.19903444611179394,0.20784479715745913,0.2049652556035899,0.23598448043861975,0.1111111111111111,153,2,0.0,0.021052631578947368,159,3,0.0,0.021052631578947368,141,2,0.0,0.1359223300970874
techqa_DEV_Q237,"Traffic across domains seems unexpected 

I have two Multi-Protocol Gateways (MPGWs) configured, each in their own domain:

     Domain A
     MPGW_A
     FSH_A (1.2.3.4:443)
     Domain B
     MPGW_B
     FSH_B (0.0.0.0:443)

The FSH_B is disabled, thus MPGW_B cannot take traffic. However, if I modify the config for MPGW_B (i.e. just change a Stylesheet parameter) the traffic goes to MPGW_B somehow. How is this happening? FSH_B is still disabled.",chunk_packed_160,chunk_packed_160,0.20996045249847667,0.22638006223289303,0.2302659181758966,0.21044064753882094,0.42857142857142855,150,3,0.0,0.0,159,3,0.0,0.0,159,3,0.0,0.0
techqa_DEV_Q095,"Why do I get error when I try to save application in APMUI? I am using APMUI 7.7 IF1. Following error occurs when I try to save application:

 

CTGAZ0001E: The application cannot be saved because the application repository is not available.
messages.log of scr server shows that it is listening at 17310 port:

 

A CWWKT0016I: Web application available (default_host): http://apmhost:17310/SCRCLUSTER_SCR_oslc.html
But apmui is referring to this URL with port 8080 (APM_UI.log):

 

http://apmhost:8080/SCRCLUSTER_SCR_oslc/scr/gettime",chunk_packed_160,chunk_packed_160,0.2020225032418082,0.2240002579016795,0.24032637799200612,0.20558509592929344,0.1111111111111111,149,3,0.0,0.0,160,3,0.0,0.0,158,3,0.0,0.0
techqa_DEV_Q044,"Help with Security Bulletin: IBM WebSphere MQ and IBM MQ Managed File Transfer is affected by an undefined behavior because of insecure file permission vulnerability (CVE-2017-1699) I need to understand details regarding Security Bulletin: IBM WebSphere MQ and IBM MQ Managed File Transfer is affected by an undefined behavior because of insecure file permission vulnerability (CVE-2017-1699). Where can I find this information?
",ace_packed_160,ace_packed_160,0.19810865366172026,0.20592002571236986,0.2029940277940756,0.25665615183571944,0.25,128,1,0.0,0.0,127,2,0.0,0.0,149,3,0.0,0.0
techqa_DEV_Q013,"Additional steps to apply fix pack to Decision Center 

We are upgrading ODM 8.8.1 Decision Center to the latest 8.8.1.3.

Are there any additional steps to apply the fixpack to Decision Center after we install the fixpack with Installation Manager?",ace_focused_160,ace_packed_160,0.18483495111130638,0.18779318638216777,0.1987143724234295,0.24958157135639844,0.25,302,1,0.0,0.0,154,3,0.0,0.0,156,3,0.0,0.0
techqa_DEV_Q014,"Installing fixpacks with Installation Manager - when did it change from using updateInstaller,  starting in which version of WebSphere I was using updateInstaller to install fixpacks, and there was a separate fixpack for WebSphere and separate for the JDK, independent of each other. Now I understand that with Installation Manager there is a single package containing both the WebSphere App server fixpack as well as the JDK. When did this occur, starting with which version of WebSphere ? ",ace_packed_160,ace_focused_160,0.20606975214305445,0.20792422204683506,0.20543356233628773,0.2402763216799647,0.42857142857142855,159,3,0.0,0.0,160,2,0.0,0.03773584905660378,157,2,0.0,0.03773584905660378
techqa_DEV_Q072,Help with Security Bulletin: Multiple vulnerabilities in IBM Java Runtime affect WMB and IIB I need to understand details regarding Security Bulletin: Multiple vulnerabilities in IBM Java Runtime affect WebSphere Message Broker and IBM Integration Bus. Where can I find this information? ,ace_packed_160,ace_focused_160,0.21079384579335064,0.21558499987651422,0.20770963293724656,0.3249342992272646,0.42857142857142855,147,2,0.0,0.0,149,2,0.0,0.07142857142857142,158,2,0.0,0.6666666666666667
techqa_DEV_Q036,"Port number error starting 9.0 Launcher 

I'm attempting to start up v9.0 for the first time with one .msl file on a Windows server and get the following error.  I also have v8.4 on this server and it starts fine.  I do not have v8.4 running when I attempt to start v9.0.

Cannot recognize if the system RecordChangeSystem.msl; has started. Reason: Server is unable to get the status of the system on port number 6,002.

I have the port range set to 7000/8000.  Why am I seeing this?  ",chunk_packed_160,ace_packed_160,0.2254243067084664,0.2187539511915892,0.22669700523149655,0.22711573959213147,0.1111111111111111,157,2,0.0,0.0,148,2,0.0,0.016,158,2,0.0,0.016
techqa_DEV_Q060,"DFHAP1203I and DFHSR0601 with 0C1 in EQA10OSM after upgrading to CICS TS 5.2 Why is my CICS region failing during startup with message DFHAP1203I followed by DFHSR0601 after I upgraded to CICS Transaction Server for z/OS (CICS TS) V5.2? A system dump shows an abend 0C1 occurring in the Debug Tool for z/OS module EQA10OSM. 
I receive the following messages:
DFHAP1203I Language Environment is being initialized. 
DFHSR0601 Program interrupt occurred with system task III in control. ",chunk_packed_160,ace_focused_160,0.24866009394018468,0.2670825252051515,0.2617119033233537,0.24035056683888933,1.0,151,2,0.0,0.0,160,2,0.0,0.0,141,2,0.0,0.16666666666666669
techqa_DEV_Q051,"We got a NullPointerException when bootstrapping the object store or accessing Site Preferences/Access Role on WorkplaceXT 

After logging into FileNet Workplace XT, a java.lang.NullPointerException error is logged when bootstrapping the object store or when accessing Site Preferences/Access Role.

Here's the error stack,

Error Stack Trace extracted from the J2EE Application Server error log:

java.lang.NullPointerException

at org.apache.jasper.runtime.JspWriterImpl.write(JspWriterImpl.java:421)

at com.filenet.wcm.apps.server.ui.info.prefs.PrefAccessRolesInfoPage.renderRoleMembers(PrefAccessRolesInfoPage.java:254)

at com.filenet.wcm.apps.server.ui.info.prefs.PrefAccessRolesInfoPage.renderRole(PrefAccessRolesInfoPage.java:220)

at com.filenet.wcm.apps.server.ui.info.prefs.PrefBootstrapInfoPage.renderAdminRole(PrefBootstrapInfoPage.java:131)

at com.filenet.wcm.apps.server.ui.info.prefs.PrefBootstrapInfoPage.render(PrefBootstrapInfoPage.java:303)",chunk_packed_160,chunk_packed_160,0.36984260476149405,0.4367366000923735,0.4057214791079984,0.35905469116545113,0.6666666666666666,158,2,0.0,0.0,158,2,0.0,0.0,158,2,0.0,0.0
techqa_DEV_Q296,Does the BPM internal Document Store work with IBM DB2 pureScale? I use IBM DB2 pureScale with my BPM installation. During startup of the server and initialization of the internal document store I see hanging threads in the systemOut.log and the process will not finish. How can this be solved? ,chunk_packed_160,ace_packed_160,0.1878482467074849,0.19925301707046866,0.1973998235626763,0.21724507784035446,0.0,147,2,0.0,0.0,141,2,0.0,0.0,157,2,0.0,0.0
techqa_DEV_Q197,Help with Security Bulletin: WMB and IIB are affected by 'Information Disclosure' vulnerability I need to understand details regarding Security Bulletin: WebSphere Message Broker and IBM Integration Bus are affected by 'Information Disclosure' vulnerability. Where can I find this information? ,ace_packed_160,chunk_packed_160,0.1934447525803827,0.19507937872891018,0.19078803502747158,0.3516548372195225,0.25,157,2,0.0,0.42307692307692313,159,3,0.0,0.10526315789473684,154,3,0.0,0.10526315789473684
techqa_DEV_Q277,Is transient user support available for SAML integration with WebSphere Portal 8.0? I am looking to leverage the SAML TAI provided by WebSphere Application Server for my WebSphere Portal 8.0 environment. Is transient user support available so that I do not have to maintain a local account in my Portal user registry for every external user which is verified and trusted by my identity provider? ,chunk_packed_160,chunk_packed_160,0.2131194870198237,0.23530418184891505,0.2395894761492344,0.2292440767140866,0.1111111111111111,157,2,0.0,0.0,158,3,0.0,0.0,157,3,0.0,0.0
techqa_DEV_Q230,Java.io.NotSerializableException in WAS We are experiencing the Java.io.NotSerializableException exception. I see this error: WTRN0047E:java.io.NotSerializableException. Anyone experienced this before?,chunk_packed_160,ace_focused_160,0.20626269407905873,0.20030342400470869,0.20994245399490463,0.2346484103088398,0.25,159,3,0.0,0.0,159,2,0.0,0.0,157,3,0.0,0.0
techqa_DEV_Q061,"Why does my JVMSERVER remain in a ""BEING DISABLED""  state? When I try to disable a JVMSERVER it becomes hung and remains in a ""BEING DISABLED"" state. This also occurs when I shut down the CICS region. The CICS region ultimately has to be cancelled. ",chunk_packed_160,ace_packed_160,0.1994096548742462,0.1956255868358726,0.1979388080392542,0.22749376570084584,0.25,157,2,0.0,0.0,139,2,0.0,0.0,158,2,0.0,0.0
techqa_DEV_Q058,"Help with Action required for IIB H.E. V9 & WMB H.E. V8 for security vulnerabilities in Red Hat Linux 

I need to understand details regarding Action required for IBM Integration Bus Hypervisor Edition V9.0 and WebSphere Message Broker Hypervisor Edition V8.0 for security vulnerabilities in Red Hat Linux.

This is related to CVEID:
CVE-2017-14739
CVE-2017-14741
CVE-2017-14989
CVE-2017-15015
CVE-2017-15016
CVE-2017-15017
CVE-2017-15032
CVE-2017-15033

Where can I find this information?",chunk_packed_160,chunk_packed_160,0.26818030258805203,0.28306716533575677,0.28215618271796217,0.2911017529917196,0.42857142857142855,124,1,0.0,0.06060606060606061,122,1,0.0,0.0,96,1,0.0,0.0
techqa_DEV_Q220,"Help with Security Bulletin: TLS padding vulnerability affects IBM PureApplication System (CVE-2014-8730) I need to understand details regarding ""Security Bulletin: TLS padding vulnerability affects IBM PureApplication System (CVE-2014-8730)"". Where can I find this information? ",ace_packed_160,ace_packed_160,0.19357037472172714,0.2110033808571471,0.20911131660282012,0.26775169515471714,0.42857142857142855,157,2,0.0,0.0,156,2,0.0,0.0,160,2,0.0,0.0
techqa_DEV_Q081,"What are the files created in $TEMP on startup of IIB or WMB? What are the 0 byte files created in $TEMP/.com_ibm_tools_attach directory upon IBM Integration Bus (IIB) / WebSphere Message Broker (WMB) startup?
For example: The following files are created on UNIX / Windows if $TEMP is /tmp:
/tmp/.com_ibm_tools_attach/_attachlock
/tmp/.com_ibm_tools_attach/_master
/tmp/.com_ibm_tools_attach/_notifier",chunk_packed_160,ace_focused_160,0.2272636272294179,0.24460047768040422,0.2135387686421692,0.24114397874764648,0.1111111111111111,160,2,0.0,0.05405405405405406,160,3,0.0,0.05405405405405406,149,3,0.0,0.05405405405405406
techqa_DEV_Q304,Does IBM DataPower Gateway Appliance support the HTTP CONNECT method? Does IBM DataPower Gateway Appliance support the HTTP CONNECT method for SSL proxy requests? ,ace_packed_160,ace_packed_160,0.2040957916446259,0.2049458065430485,0.20441214172372088,0.2716372461645144,0.42857142857142855,160,3,0.0,0.0,155,2,0.0,0.0,158,3,0.0,0.0
techqa_DEV_Q174,"Datacap on Citrix  Hi All,

Can we operate Datacap thin clients on citrix?
",ace_packed_160,chunk_packed_160,0.20434238262757853,0.2508293505771917,0.24619734937227403,0.23575779120479334,0.6666666666666666,151,3,0.0,0.0,157,4,0.0,0.0,154,3,0.0,0.0
techqa_DEV_Q149,Why SSH connections fail after upgrade to v7.5.2 and above? Why SSH connections fail after upgrade to v7.5.2 and above? The same configuration works on v7.2. ,ace_packed_160,chunk_packed_160,0.17942749828923374,0.2165433436034756,0.23859860611761155,0.209525793477705,0.1111111111111111,159,2,0.0,0.057692307692307696,154,3,0.0,0.0,155,2,0.0,0.0
techqa_DEV_Q221,"App Connect Professional (formerly Cast Iron) Studio not launching When trying to start App Connect Professional (formerly Cast Iron) Studio tool, the application appears but after few seconds it crashes with no error message or warning. ",chunk_packed_160,chunk_packed_160,0.2166836722171854,0.22451396743700597,0.21563427735253493,0.22632866370517238,0.25,146,2,0.0,0.0,157,3,0.0,0.0,156,2,0.0,0.0
techqa_DEV_Q251,"MQ jobs and some user jobs are in semaphore wait (SEMW) status After upgrading WMQ on IBM i, MQ jobs and some user jobs are in a semaphore wait (SEMW) status. I've tried to end and restart MQ, performed cold start, delete and rebuild MQ system with no luck. Where do I need to look?
",chunk_packed_160,ace_focused_160,0.18044104826653098,0.2057913185882672,0.18299735383853954,0.19034318985126056,0.0,155,2,0.0,0.0,158,2,0.0,0.0,154,2,0.0,0.0
techqa_DEV_Q022,"where is the websphere application server 9.0.0.4 fix for developers I am using the was 9.0.0.0 in rad/rsa 9.6.1 for Windows. I cannot upgrade to the 9.0.0.4 fixpack, because there is no developer edition. On the downloadpage there are Base, Network Deployment, DMZ Secure Proxy Server and IBM Web Enablement for IBM i, but no Developers! See link text For was 8.5.5.10 there exists a developers edition. Where can I download the Websphere Application Server fix pack 9.0.0.4 Developers?",chunk_packed_160,ace_packed_160,0.21008211923766154,0.2391734550350696,0.22942551689471619,0.2270823801625414,0.0,188,1,0.0,0.0,172,1,0.0,0.0,172,1,0.0,0.0
techqa_DEV_Q170,ODR OOM issue I got ODR OOM after upgrading the WAS to v8553. No configuration or traffic load changing. Is there any known issue?,chunk_packed_160,chunk_packed_160,0.16947754569086265,0.18352226838460925,0.18638451323638333,0.18622432956097107,0.42857142857142855,159,3,0.0,0.0,159,4,0.0,0.0,160,2,0.0,0.0
techqa_DEV_Q097,Security Bulletin: MQ Explorer directory created with owner '555' on Linux x86-64 vulnerability affects IBM MQ (CVE-2016-6089) I need to understand details regarding Security Bulletin: MQ Explorer directory created with owner '555' on Linux x86-64 vulnerability affects IBM MQ (CVE-2016-6089). Where can I find this information?,ace_packed_160,ace_focused_160,0.17657051521241457,0.20048307592230954,0.18431358445123003,0.21891581593097106,0.42857142857142855,158,2,0.0,0.0,160,2,0.0,0.0,152,2,0.0,0.0
