qid,question,rule_policy,oracle_policy,chunk_confidence,bm25_confidence,hybrid_confidence,ace_confidence,ace_chunk_doc_jaccard,chunk_packed_280_tokens,chunk_packed_280_doc_count,chunk_packed_280_em,chunk_packed_280_f1,bm25_packed_280_tokens,bm25_packed_280_doc_count,bm25_packed_280_em,bm25_packed_280_f1,hybrid_packed_280_tokens,hybrid_packed_280_doc_count,hybrid_packed_280_em,hybrid_packed_280_f1,ace_packed_280_tokens,ace_packed_280_doc_count,ace_packed_280_em,ace_packed_280_f1,ace_focused_220_tokens,ace_focused_220_doc_count,ace_focused_220_em,ace_focused_220_f1
5a84eecd5542994c784dda8e,What type of group does Pablo Carballo and Argentine Air Force have in common?,chunk_packed_280,bm25_packed_280,0.285192046101286,0.32113573579726307,0.30850005942550124,0.3030035341855271,0.42857142857142855,280,5,0.0,0.0,258,4,1.0,1.0,269,5,0.0,0.0,267,5,1.0,1.0,191,5,0.0,0.0
5a85fa815542996432c57155,Where was the movement that August Brancart published literature from centerd?,chunk_packed_280,ace_focused_220,0.2367839092734197,0.29879655157967144,0.2765154156683166,0.2604731130777915,0.42857142857142855,274,5,0.0,0.0,272,5,0.0,0.0,261,5,0.0,0.0,253,5,0.0,0.0,208,4,1.0,1.0
5a84a5385542990548d0b2d9,"Tedrow, Ohio lies close to which 241. 26 mi highway? ",ace_focused_220,ace_focused_220,0.2608028436168048,0.25160820506244186,0.2520245755601676,0.33091349875499787,0.42857142857142855,275,5,1.0,1.0,278,4,1.0,1.0,278,4,1.0,1.0,235,5,1.0,1.0,219,5,1.0,1.0
5a78f26055429970f5fffdeb,Which former president of the Fédération Internationale de l'Automobile (FIA) cofounded Simtek Research?,ace_focused_220,ace_focused_220,0.38335175519120296,0.34686049200217217,0.3798819839773345,0.4059040074381557,1.0,271,5,0.0,0.0,270,5,0.0,0.0,257,4,0.0,0.0,262,5,0.0,0.0,197,4,0.0,0.8
5a86edcc55429960ec39b6da,"What actress portrayed Rachel Green on the sitcom ""Friends"" and starred in the movie ""She's Funny That Way""?",ace_focused_220,ace_focused_220,0.2947152853974029,0.24481690343125587,0.2912200872999744,0.34366021071035874,0.6666666666666666,270,5,1.0,1.0,280,5,1.0,1.0,277,5,1.0,1.0,279,4,1.0,1.0,216,4,1.0,1.0
5ae7766455429952e35ea920,"Geoffrey Rush, one of the stars in Intolerable Cruelty, is a known actor and film producer in what country?",ace_focused_220,ace_focused_220,0.26738113992413887,0.28887064864787715,0.2868777132672486,0.29703402983358307,0.6666666666666666,276,5,0.0,0.0,266,5,0.0,0.0,266,5,0.0,0.0,249,5,0.0,0.0,185,5,0.0,0.0
5a77863555429949eeb29ec6,Who was born first Iain Pears or Richard Llewellyn ?,ace_focused_220,ace_packed_280,0.28008509014117733,0.28188108950650953,0.28293368700933147,0.30656904668899404,0.6666666666666666,270,5,0.0,0.6666666666666666,270,5,0.0,0.6666666666666666,270,5,0.0,0.6666666666666666,118,5,0.0,0.6666666666666666,118,5,0.0,0.6666666666666666
5ab3cc395542992ade7c6e9f,Party of Syrian Unity was established in the wake of a public statement that announced what ?,ace_focused_220,ace_packed_280,0.2746486814328703,0.26961991205603764,0.27245544373723457,0.34589132554412205,0.6666666666666666,279,4,0.0,0.13333333333333333,275,4,0.0,0.0,275,4,0.0,0.0,276,5,0.0,0.16666666666666669,218,3,0.0,0.15384615384615385
5add016e5542992c1e3a250b,What made the man who abolished the Consell in 1718 resume the throne?,ace_focused_220,ace_focused_220,0.20164246472184197,0.2445330058549396,0.24582739081536384,0.27359609444727706,0.25,276,4,0.0,0.0,278,4,0.0,0.0,278,4,0.0,0.0,250,5,0.0,0.0,204,3,0.0,0.0
5a8bd9c95542997f31a41de2,At which university does the biographer of John Clare teach English Literature?,chunk_packed_280,ace_focused_220,0.2775271347631279,0.2716138682721639,0.269705641488736,0.2979179586766192,0.42857142857142855,280,5,1.0,1.0,272,5,1.0,1.0,272,5,1.0,1.0,259,5,0.0,0.6666666666666666,220,5,1.0,1.0
5a8f13d55542997ba9cb31c9,Philip Savage served as Direcor of Player Personnel for the Baltimore Ravens under what general manager who was inducted into both the College and Pro Football Halls of Fame?,chunk_packed_280,ace_focused_220,0.33152722257951406,0.31714196662308325,0.3276952722567378,0.3467407967767765,0.42857142857142855,278,5,0.0,0.8,280,5,0.0,0.8,280,5,0.0,0.8,274,5,0.0,0.8,219,2,0.0,0.8
5ac248fd55429951e9e68525,What is the approximate population of the town near which Forward Operating Base Gibraltar was located ?,chunk_packed_280,ace_focused_220,0.3637082559921795,0.3752752651072564,0.3788557101235507,0.3690621341339592,0.6666666666666666,277,5,0.0,0.0,257,5,0.0,0.0,275,5,0.0,0.0,267,5,0.0,0.0,205,4,0.0,0.0
5adbcd475542996e68525240,"In what year did the manager of the singer-songwriter best known for ""American Pie"" die?",chunk_packed_280,ace_focused_220,0.2661431084076447,0.26984427396871247,0.2691836510666542,0.28775355528322943,0.6666666666666666,279,5,0.0,0.0,271,5,0.0,0.0,271,5,0.0,0.0,280,5,1.0,1.0,219,4,1.0,1.0
5a7c8a3b55429935c91b5204,Town's first season in their new stadium was under the leadership of an English Football manager who was born when?,ace_focused_220,ace_focused_220,0.27482276615201584,0.28608525895402603,0.2754332275591227,0.34625762673977206,1.0,261,5,1.0,1.0,263,4,0.0,0.0,278,5,0.0,0.0,280,5,1.0,1.0,199,5,1.0,1.0
5a7f40de5542992e7d278cc8,What star if the Burbs was Canadian?,ace_focused_220,ace_focused_220,0.29227158079067667,0.2118593042627054,0.26196756498928137,0.35509666038502863,0.25,275,5,0.0,0.0,266,4,0.0,0.0,272,4,0.0,0.0,254,5,0.0,0.0,218,5,0.0,0.0
5ab2c6a955429916697740c2,Which country is the Taipa island part of?,ace_focused_220,ace_packed_280,0.26809868213991905,0.2596840337807226,0.2634766420282112,0.3170326953947076,0.42857142857142855,274,5,0.0,0.0,265,5,0.0,0.0,277,5,0.0,0.0,260,5,1.0,1.0,195,4,0.0,0.0
5ac3165c5542995ef918c10a,Which American film director hosted the 18th Independent Spirit Awards in 2002?,ace_focused_220,ace_focused_220,0.3759132665847655,0.36825967553651906,0.37623345358256677,0.42870506209246195,1.0,271,5,1.0,1.0,254,5,1.0,1.0,271,5,1.0,1.0,277,5,1.0,1.0,214,5,1.0,1.0
5a7577145542996c70cfaf03,"Which park is larger, Timanfaya National Park or Sierra Nevada National Park?",ace_focused_220,ace_focused_220,0.3007391249722876,0.3455374006103484,0.32771153584483326,0.4622604187249095,1.0,270,4,0.0,0.0,268,5,0.0,0.5714285714285715,279,4,0.0,0.5714285714285715,278,5,0.0,0.5714285714285715,220,5,0.0,0.5714285714285715
5a8f45385542997ba9cb320a,Dahlia and Aruncus are both examples of what type of plant catagorization?,chunk_packed_280,bm25_packed_280,0.24981101041004167,0.25915683868788864,0.25805534591819723,0.26044630969316585,0.6666666666666666,263,5,0.0,0.0,260,5,1.0,1.0,280,5,0.0,0.0,259,5,0.0,0.0,203,5,0.0,0.0
5adea83b55429975fa854f53,Thirukkalacherry is a village in which Indian town?,chunk_packed_280,ace_focused_220,0.32014935332819344,0.22960295235152722,0.28827655585499334,0.3185459380514009,0.42857142857142855,272,5,0.0,0.0,274,5,0.0,0.0,272,5,0.0,0.0,272,5,0.0,0.0,199,5,0.0,0.0
5ab4428c5542990594ba9bda,Do Lush and P.O.D. both consist of four band members?,chunk_packed_280,ace_focused_220,0.281073042779587,0.25768788376856927,0.270289669142896,0.2995199729600815,0.25,278,5,0.0,0.0,249,4,0.0,0.0,273,5,0.0,0.0,269,5,0.0,0.0,207,5,0.0,0.0
5a90692f5542990a98493625,In what 1997 American mystery crime film did Johnny Galecki start in?,chunk_packed_280,ace_focused_220,0.2606847651407055,0.2712267047477639,0.2648656399261262,0.2773182440087619,0.6666666666666666,275,5,1.0,1.0,258,5,1.0,1.0,280,5,1.0,1.0,265,5,1.0,1.0,213,5,1.0,1.0
5ae68a065542991bbc97611e,How many newspapers are in the group that Hills Valley Weekly is a part of?,ace_focused_220,ace_focused_220,0.33052799466546745,0.35485480553945736,0.347169373002875,0.44881478440800715,0.42857142857142855,269,5,0.0,0.0,280,5,1.0,1.0,279,5,1.0,1.0,279,5,1.0,1.0,217,4,1.0,1.0
5ab2929a554299449642c900,Who is the US Olympian and Christian evangelist did the 2010 non-fiction book by Laura Hillenbrand focus on?  ,ace_focused_220,bm25_packed_280,0.2695536014977697,0.28030500258510693,0.26358433816046656,0.33213774063102436,0.42857142857142855,256,5,0.0,0.8,276,4,1.0,1.0,276,4,1.0,1.0,259,5,0.0,0.8571428571428571,205,5,0.0,0.8571428571428571
5adf434c5542993a75d26462,"When will the exhibition basketball game which will hold at the Staples Center in Los Angeles, California be played ",ace_focused_220,ace_focused_220,0.33163358375168545,0.3398878665407154,0.3434593590019343,0.4095039115023231,0.6666666666666666,280,5,0.0,0.3333333333333333,245,4,0.0,0.3333333333333333,245,4,0.0,0.3333333333333333,277,4,1.0,1.0,202,4,1.0,1.0
5ac4ecea55429919431739fd,"What game was a Philadelphia native, who played college basketball at the University of North Carolina, selected for?",ace_focused_220,ace_focused_220,0.2951450469148299,0.2964696181690998,0.2924545840343852,0.3844583944788099,0.6666666666666666,260,4,0.0,0.0,269,5,0.0,0.0,269,5,0.0,0.0,265,5,0.0,0.0,218,4,0.0,0.0
5a85dfcc5542994775f60673,"What South Korean actor was a member of the pop duo TVXQ and stared in Heading to the Ground, a 2009 MBC television series?",chunk_packed_280,chunk_packed_280,0.32409691600136536,0.3093610249000062,0.3195046891924811,0.3508793766732087,0.42857142857142855,261,5,0.0,0.6666666666666666,270,5,0.0,0.6666666666666666,270,5,0.0,0.6666666666666666,278,5,0.0,0.6666666666666666,216,4,0.0,0.0
5a8085705542992bc0c4a74b,Garden Island Naval Chapel is the oldest Chistian chapel of a naval branch of what defence force?,ace_focused_220,chunk_packed_280,0.32064995084920334,0.31976939316437525,0.3297406150804322,0.4110471333610053,0.6666666666666666,263,4,1.0,1.0,279,5,0.0,0.3333333333333333,278,4,1.0,1.0,271,5,1.0,1.0,198,3,0.0,0.3333333333333333
5ae3992d5542994393b9e722,Chandamama and Kajal Aggarwal are both associated with which Indian film industries?,ace_focused_220,ace_packed_280,0.2857562424527761,0.2870179673565485,0.2722295519618097,0.3208134537678398,0.6666666666666666,277,5,0.0,0.5,273,5,0.0,0.8,277,5,0.0,0.5,269,5,1.0,1.0,215,5,0.0,0.0
5ae7793c554299540e5a55c2,What park replaced American's first waterpark designed by the creator of seaworld?,ace_focused_220,ace_focused_220,0.2591256505509478,0.2691346156168989,0.2598257292605618,0.27987203703431024,0.6666666666666666,274,5,0.0,0.0,279,5,0.0,0.0,274,5,0.0,0.0,262,5,0.0,0.0,195,3,0.0,0.0
5a7f46115542994857a766d9,What dynasty was the creator of Mouten Cadet wine a part of?,ace_focused_220,bm25_packed_280,0.2606515362885945,0.24159173539641615,0.2502317371032475,0.358111290228798,0.42857142857142855,280,5,0.0,0.5,263,5,0.0,0.8,270,5,0.0,0.8,255,5,0.0,0.0,205,4,0.0,0.5
5a7380b955429908901be2d4,"Which film is older, Monsters, Inc. or Earth?",chunk_packed_280,ace_focused_220,0.2964563141867595,0.29740038174619665,0.29153018959097565,0.32499999999999996,0.42857142857142855,273,5,0.0,0.0,278,5,0.0,0.0,275,5,0.0,0.0,258,5,0.0,0.0,213,5,0.0,0.0
5abfd3d65542994516f4550b,Are both Don Giovanni and Cardillac operas with three acts?,ace_focused_220,ace_focused_220,0.25255567741667295,0.2569297639861566,0.25663536821446453,0.29858674682091835,0.42857142857142855,263,5,1.0,1.0,274,5,1.0,1.0,279,5,1.0,1.0,268,5,1.0,1.0,213,3,1.0,1.0
5abf2e605542993fe9a41de4,In between Atsushi Ogata and Ralph Smart who graduated from Harvard College?,ace_focused_220,ace_focused_220,0.2668350472381819,0.30658917284447706,0.29538801442505225,0.31843560316281605,0.42857142857142855,277,5,1.0,1.0,255,4,0.0,0.0,255,4,0.0,0.0,280,5,1.0,1.0,199,4,1.0,1.0
5ae256435542992decbdccc3,"In what year did the playwright who wrote ""The City Heiress"" die?",ace_focused_220,chunk_packed_280,0.2783215239686842,0.2307622826147452,0.27190139811653735,0.3476946332061681,0.42857142857142855,268,5,1.0,1.0,267,5,0.0,0.0,277,5,0.0,0.0,270,5,0.0,0.0,216,5,0.0,0.0
5ab819065542995dae37ea3c,"Between Mike Muir and Paul Di'Anno, who has worked with more bands?",chunk_packed_280,bm25_packed_280,0.2663953153910479,0.24863906411160672,0.26569227688127106,0.2776451985682804,0.42857142857142855,261,5,0.0,0.0,271,5,0.0,0.6666666666666666,247,5,0.0,0.0,266,5,0.0,0.0,189,5,0.0,0.0
5adfb10855429942ec259af9,Raiffeisen Zentralbank is the central institution of one a group of co-operative banks in Austria. What is the name of the other group?,ace_focused_220,ace_focused_220,0.32055685586112737,0.32157915271594223,0.3177530739363177,0.3496362744948682,1.0,258,5,1.0,1.0,263,5,0.0,0.0,278,5,1.0,1.0,280,5,1.0,1.0,189,5,1.0,1.0
5ae0a54e5542993d6555ebdd,Joseph Benavidez has been compared favorably to which retired bantamweight and featherweight MMA fighter?,chunk_packed_280,ace_focused_220,0.2537148485484215,0.24136014751069534,0.22973520045787832,0.26462101516864533,0.6666666666666666,257,4,1.0,1.0,278,3,0.0,0.0,278,3,1.0,1.0,271,5,0.0,0.8,200,5,1.0,1.0
5ab327bc554299233954ff33,What is the name the French give to the war during which the Prussians occupied the Pavillon du Butard?,ace_focused_220,bm25_packed_280,0.24579239421527532,0.25346395015248124,0.258281023365361,0.3137205752393541,0.6666666666666666,266,4,0.0,0.0,271,5,0.0,0.5714285714285715,267,5,0.0,0.4,271,5,0.0,0.4,193,4,0.0,0.4
5a7c703055429935c91b51aa,Which constituent college of the University of Oxford in England was Francis Leighton warden of?,ace_focused_220,ace_focused_220,0.3734659090064665,0.39085563100718546,0.37189767409064584,0.4194595154974279,1.0,279,5,0.0,0.8571428571428571,279,5,0.0,0.8571428571428571,279,5,0.0,0.8571428571428571,273,5,0.0,0.8571428571428571,203,5,0.0,0.8571428571428571
5abe19895542991f661060c2,Liaocheng and Shayang County are both located in which country?,chunk_packed_280,ace_focused_220,0.25005995520201896,0.26707525506543367,0.26716751586474036,0.2677905415544307,0.42857142857142855,271,5,1.0,1.0,277,5,1.0,1.0,258,5,1.0,1.0,277,5,0.0,0.0,213,5,1.0,1.0
5ac26d4d55429951e9e685b7,when did the black Angolan was one of the earliest African-American landowners in what would become the United States.acieved his freedom ,ace_focused_220,ace_focused_220,0.28189133011427003,0.34761534741751987,0.31840780037372696,0.32211404108550246,0.42857142857142855,270,5,0.0,0.0,262,5,0.0,0.0,262,5,0.0,0.0,248,4,0.0,0.0,208,4,0.0,0.0
5add95035542990dbb2f7e77,Cherie Currie and Steve Augeri were both what?,ace_focused_220,ace_focused_220,0.265004936997279,0.24165481850890413,0.2638817567881006,0.32954605445286395,0.42857142857142855,269,5,0.0,0.0,277,5,0.0,0.0,269,5,0.0,0.0,267,5,0.0,0.0,208,5,0.0,0.0
5adc46665542994650320cc8,"In what year was the composer of ""Anthem"" born?",chunk_packed_280,ace_focused_220,0.21562002705149136,0.22358157748885402,0.22268053044735206,0.22714904700094574,0.42857142857142855,262,4,0.0,0.0,278,5,0.0,0.0,274,5,0.0,0.0,270,5,0.0,0.0,216,5,0.0,0.0
5ac259125542992f1f2b3867,Where was the sitcom filmed that Judy Greer played Kitty Sanchez in?,chunk_packed_280,ace_focused_220,0.24668358506300092,0.2735272998278449,0.27814118104368757,0.27087149356244833,0.42857142857142855,262,4,0.0,0.0,269,5,0.0,0.0,277,5,0.0,0.0,257,5,0.0,0.8571428571428571,210,5,0.0,0.8571428571428571
5a81624d5542995ce29dcbf1,The constituency which is represented by the 2015 elected Minister for Universities and Science is represented in what wing of the UK parliament?,ace_focused_220,ace_focused_220,0.32988178262575596,0.32050742174723146,0.3235327339734334,0.3449205072421367,0.6666666666666666,279,5,0.0,0.0,268,5,0.0,0.0,268,5,0.0,0.0,268,5,0.0,0.0,202,4,1.0,1.0
5a7933b255429907847277eb,"Which composer was also a teacher, Philip Glass or Franz Schreker? ",chunk_packed_280,ace_focused_220,0.27924259593915524,0.2950406624875578,0.3112616422640101,0.2918053666351349,0.42857142857142855,267,5,1.0,1.0,275,5,1.0,1.0,264,5,1.0,1.0,272,5,1.0,1.0,202,5,1.0,1.0
5a7754d85542993735360234,"Who was born first, Frank I. Cobb or Joseph Pulitzer?",ace_focused_220,ace_focused_220,0.28347630602006746,0.29452274281012436,0.2919825345365995,0.32935744091929264,0.42857142857142855,261,5,0.0,0.0,261,5,0.0,0.0,261,5,0.0,0.0,275,5,0.0,0.0,210,5,0.0,0.0
