qid,question,rule_policy,oracle_policy,chunk_confidence,bm25_confidence,hybrid_confidence,ace_confidence,ace_chunk_doc_jaccard,chunk_packed_220_tokens,chunk_packed_220_doc_count,chunk_packed_220_em,chunk_packed_220_f1,ace_packed_220_tokens,ace_packed_220_doc_count,ace_packed_220_em,ace_packed_220_f1,ace_focused_220_tokens,ace_focused_220_doc_count,ace_focused_220_em,ace_focused_220_f1
5a7cb94f554299683c1c6353,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,ace_packed_220,ace_packed_220,0.2243537941013895,0.2456377391441722,0.23517326505420838,0.28312389134403415,0.25,212,4,0.0,0.0,200,5,0.0,0.0,215,5,0.0,0.0
5ab874ba5542990e739ec904,The Twelfth United States Army Group commander was the first chairman of what?,ace_packed_220,chunk_packed_220,0.3531218495869779,0.3496140215039618,0.35525406262488735,0.4519697366100697,1.0,209,4,0.0,0.8,217,4,0.0,0.8,213,5,0.0,0.0
5ae3a8985542992f92d82329,Politician Lyman Sherwood was born in what New York county?,chunk_packed_220,ace_packed_220,0.35336689821738765,0.3750645225196312,0.3742548300579156,0.359643199659943,0.42857142857142855,202,5,0.0,0.0,213,5,0.0,0.6666666666666666,213,5,0.0,0.6666666666666666
5ac39f7b554299218029dbe7,Robert Earl Holding owned an oil company that was originally founded by who?,chunk_packed_220,ace_packed_220,0.2789549734080983,0.29816842189100057,0.2979964790553614,0.29650807130197854,0.6666666666666666,217,4,1.0,1.0,206,4,1.0,1.0,217,4,1.0,1.0
5ae27b535542996483e649b6,"The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?",chunk_packed_220,ace_focused_220,0.39798082847956184,0.4330145773075328,0.4189689559394386,0.37766077119772035,0.25,197,4,1.0,1.0,209,4,1.0,1.0,191,4,1.0,1.0
5a7331de5542994cef4bc4a8,"If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat? ",ace_packed_220,ace_packed_220,0.26738685845182925,0.2596800970213323,0.2867508153585861,0.2979870725837622,0.42857142857142855,206,4,0.0,0.12903225806451613,197,4,0.0,0.12903225806451613,206,4,0.0,0.12903225806451613
5ac15de55542991316484afb,Were the films Crazy Love and Welcome to Nollywood both released in 2008?,chunk_packed_220,ace_focused_220,0.29900997399718243,0.29741087592930077,0.2962010135775607,0.3032348853013377,0.42857142857142855,218,5,0.0,0.0,217,5,0.0,0.0,217,4,1.0,1.0
5a7c6c9d554299683c1c6302,In what county was Duffy Jackson born?,ace_packed_220,ace_packed_220,0.29800218355542685,0.3007721445511285,0.29487413822424835,0.43113806602949767,0.25,215,5,0.0,0.0,219,5,0.0,0.5,209,4,0.0,0.0
5ae6363b55429929b0807af0,When was the defending titlist of 2009–10 Biathlon World Cup – Pursuit Men born? ,chunk_packed_220,ace_packed_220,0.4388150237973504,0.43982105181892617,0.44265650361137465,0.4229320400862451,0.6666666666666666,168,5,0.0,0.0,166,5,0.0,0.0,166,5,0.0,0.0
5a8cea40554299441c6b9f76,"Which mountain is taller, Gasherbrum II or Langtang Ri?",ace_packed_220,chunk_packed_220,0.246636168196412,0.2750590905840046,0.26532328347345346,0.32697983358058946,1.0,220,4,1.0,1.0,190,4,0.0,0.0,219,5,0.0,0.0
5ab5ecd75542992aa134a3e6,Which Dutch media tycoon transferred all of its media activities to Talpa Holding?,chunk_packed_220,ace_focused_220,0.28776194052863446,0.32206642045772005,0.3078358213433097,0.27021666926084226,0.6666666666666666,203,5,0.0,0.8571428571428571,204,5,0.0,0.8571428571428571,202,5,0.0,0.8571428571428571
5a84c5545542991dd0999dee,When did the car depicted on the cover of Pentastar: In the Style of Demons cease production?,ace_packed_220,chunk_packed_220,0.3295145291348841,0.364916298676884,0.36350703175209464,0.37175265546023484,0.42857142857142855,206,3,0.0,0.0,215,4,0.0,0.0,217,3,0.0,0.0
5adeacf955429975fa854f66,What commentator and author questioned the validity of CORE's non-profit status?,chunk_packed_220,ace_packed_220,0.24336402774954513,0.27505194803233524,0.27783866687847714,0.26133832638662535,0.25,220,5,0.0,0.0,202,4,0.0,0.0,205,4,0.0,0.0
5a8ce15d554299653c1aa12f,did Robert Wise have more award nominations than Zoltan Korda?,ace_packed_220,chunk_packed_220,0.2282557965016041,0.20231940681170246,0.24679494368633834,0.29990246416796784,0.25,215,5,0.0,0.0,220,5,0.0,0.0,217,5,0.0,0.0
5ade4da055429939a52fe878,My Neighbor Totoro was produced by a Japanese animation film studio founded in what year?,ace_packed_220,ace_packed_220,0.2932615406917609,0.273797173196318,0.28035011620159545,0.36580379586498124,0.6666666666666666,210,4,0.0,0.0,205,4,0.0,0.0,210,5,0.0,0.0
5ab2a186554299295394677b,"When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names?",ace_packed_220,chunk_packed_220,0.2539668667856979,0.2778903398801765,0.2685920908367375,0.33238171022469754,0.6666666666666666,214,4,1.0,1.0,202,4,0.0,0.0,219,4,0.0,0.0
5ade66e1554299728e26c713,"What years did Jose Gonzalo Rodriguez Gacha and other leaders of fthe Medallin Cartel operate in Boliva, Colombia, Central America, Peru, the United States, Canada, and Europe?",ace_packed_220,ace_packed_220,0.2521154294349917,0.28412544618074365,0.26624692699423363,0.3349473811716921,1.0,219,3,0.0,0.0,216,3,1.0,1.0,219,4,1.0,1.0
5a7c634c55429907fabeef79,"Which writer died later, Agatha Christie or Clement Greenberg?",ace_packed_220,ace_packed_220,0.24771406051390593,0.24473176255374096,0.2500895775106462,0.31862065678520124,0.42857142857142855,212,4,1.0,1.0,197,4,1.0,1.0,206,4,1.0,1.0
5ae13f3c5542997b2ef7d168,Arthur Noss was a gunner for the commader during which two European theatre battles in WWII?,ace_packed_220,ace_packed_220,0.2432029487380098,0.2584621104942279,0.27043798463292146,0.325399500502064,0.42857142857142855,218,4,0.0,0.0,194,4,0.0,0.0,219,5,0.0,0.0
5ae17cd055429901ffe4aea3,Between Pinanga and Alopecurus which genus is more common in temperate regions?,ace_packed_220,chunk_packed_220,0.2642816564897455,0.2720841600845201,0.2860763344956848,0.3007440868410808,0.6666666666666666,196,5,1.0,1.0,199,5,1.0,1.0,201,5,1.0,1.0
5ae7940c55429952e35ea984,What is the name of shipping magnate Mærsk Mc-Kinney Møller' father?,ace_packed_220,ace_focused_220,0.3554907281388601,0.36048353202732875,0.35801225540946136,0.47191958265226386,0.6666666666666666,214,5,0.0,0.5,216,5,0.0,0.5,209,5,0.0,0.5
5a7296815542991f9a20c515,"Who brewed the first espresso coffee in space, Patrick Baudry or Samantha Cristoforetti?",ace_packed_220,ace_packed_220,0.2706271826838754,0.2768933353292857,0.27474139602932046,0.43557497997978945,0.42857142857142855,217,5,1.0,1.0,193,4,1.0,1.0,209,4,1.0,1.0
5ab2e8ad554299340b525562,Who starred alongside South Korean actor and singer Kim Ki-bum in the 2012 romantic comedy series I Love Lee Tae-ri?,chunk_packed_220,ace_packed_220,0.3983241088882955,0.43904668575157524,0.4248418704260579,0.37525904678214,0.6666666666666666,211,5,1.0,1.0,206,5,1.0,1.0,206,5,1.0,1.0
5a89b1de5542992e4fca8378,Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,ace_packed_220,ace_packed_220,0.35394836353769527,0.36897682656399644,0.37711704217737585,0.3979243709993864,1.0,200,4,0.0,0.0,201,4,1.0,1.0,217,5,1.0,1.0
5ab78edc5542995dae37e95c,Where is the school that Tyler Kalinoski went to located?,ace_packed_220,ace_focused_220,0.26769024428120874,0.28914086979921627,0.30380309957037854,0.32395105043659145,0.6666666666666666,211,3,0.0,0.0,219,5,0.0,0.0,215,3,0.0,0.4
5ae73acb5542991e8301cc07,D1NZ is a series based on what oversteering technique?,ace_packed_220,chunk_packed_220,0.23084088413218273,0.2538632701267488,0.2931093390477155,0.321966795706229,0.42857142857142855,209,4,1.0,1.0,219,5,0.0,0.0,213,5,0.0,0.0
5a8257fa55429940e5e1a866,The most famous song of the last monarch of Hawaii was what?,ace_packed_220,chunk_packed_220,0.2254329402810403,0.27408066351275323,0.235378882276986,0.2757797937694799,1.0,208,3,1.0,1.0,212,5,1.0,1.0,212,5,1.0,1.0
5a8d8e4f5542994ba4e3dca7,"The NG postcode area is situated approximately how many miles from Gamston, Rushcliffe?",chunk_packed_220,ace_focused_220,0.29675307997935396,0.3013089864243417,0.30068140158118917,0.3047143207892762,0.6666666666666666,201,3,0.0,0.0,196,4,0.0,0.5,194,3,0.0,0.5
5a8a07725542992d82986e5b,"Along side Thomas Alan, which singer's first three albums were recorded at The Boarding House?",ace_packed_220,ace_packed_220,0.2713706237620591,0.2903433921851967,0.2858814599259679,0.3039630807156774,0.42857142857142855,204,4,0.0,0.0,210,4,1.0,1.0,217,4,0.0,0.0
5a79fac85542996c55b2dcc1,The Curaçao Centre for Correction and Detention changed its name to Sentro di Detenshon i Korekshon Kòrsou at this event which saw the dissolution of a Caribbean country on what date?,ace_packed_220,ace_focused_220,0.33214644985247443,0.3846753313925737,0.3622107010720012,0.39679502428096947,0.6666666666666666,216,4,1.0,1.0,213,3,0.0,0.0,201,3,1.0,1.0
5a81537355429926c1cdad20,What conference champions were putted against each other in the first NBA Finals in which the Orlando Magic's played?,chunk_packed_220,ace_packed_220,0.2543236586490762,0.24996042666508234,0.24923164987761576,0.2707439306290044,1.0,216,3,0.0,0.3076923076923077,215,3,0.0,0.3076923076923077,207,4,0.0,0.0
5a721d5a55429971e9dc9283,What Australian beer is a British style pale ale whose label features a character conceived in 1926? ,chunk_packed_220,ace_packed_220,0.28001323131681544,0.269335091233976,0.28262461411771383,0.3035980702078011,1.0,218,4,0.0,0.4444444444444445,214,5,0.0,0.4444444444444445,214,5,0.0,0.4444444444444445
5a7aa2a255429941d65f270e,"Who was born first, Chester Bennington or Mikael Stanne?",ace_packed_220,ace_focused_220,0.2537397977005723,0.2802568015351512,0.25181038816533896,0.3227530435114845,0.42857142857142855,211,4,0.0,0.8,210,5,0.0,0.8,189,5,0.0,0.8
5abe6f8455429965af743f03,What country of origin does Robert brothers and Jacques Charles have in common?,ace_packed_220,chunk_packed_220,0.23795204926260433,0.27789801569917627,0.2632757673694929,0.27217612843283595,0.42857142857142855,216,5,1.0,1.0,196,5,0.0,0.0,214,4,0.0,0.0
5ae7257a554299572ea54731,"What character did Selina Giles play in the 2005 dystopian political thriller named ""V for Vendetta""?",chunk_packed_220,chunk_packed_220,0.26703287689423044,0.26787396185664775,0.262865744911985,0.2899162398734457,0.42857142857142855,216,5,1.0,1.0,217,5,0.0,0.0,217,5,0.0,0.0
5ac0e0e25542997d64295a6f,Dionne Bunsha worked most recently for the magazine published by what company?,chunk_packed_220,chunk_packed_220,0.28681317153743613,0.3131902596609544,0.3109284008925708,0.2970052346102975,0.1111111111111111,212,4,0.0,0.0,220,5,0.0,0.0,214,5,0.0,0.0
5a72688c5542997f827839b2,The Atik Valide Mosque and Valens Aqueduct are found in what country?,ace_packed_220,chunk_packed_220,0.3037205653339793,0.3294530091789767,0.308575401856789,0.3637731031063904,0.6666666666666666,213,4,1.0,1.0,219,4,1.0,1.0,213,4,1.0,1.0
5adea0c5554299728e26c776,Are both Helen Dunmore and M. P. Shiel of West Indian descent?,ace_packed_220,ace_focused_220,0.29374587823751636,0.3318587477733671,0.31675487639623445,0.3474288284756787,1.0,186,5,0.0,0.0,186,5,0.0,0.0,159,5,1.0,1.0
5ab8372255429919ba4e226b,"What band wrote the song ""Blue Letter"" and was inducted into the Rock and Roll Hall of Fame in 1998?",ace_packed_220,ace_focused_220,0.27645428390503923,0.2802370027140364,0.2652082507741982,0.3390241944657606,0.42857142857142855,215,4,1.0,1.0,209,4,1.0,1.0,199,4,1.0,1.0
5ac0e064554299012d1db64e,the municipality of Mirditë is in a country that had how many inhabitants in 2016 ?,ace_packed_220,ace_packed_220,0.21387387138113378,0.2814293827260509,0.2767510793700019,0.32069210987533686,0.1111111111111111,212,4,0.0,0.0,216,4,0.0,0.8,195,4,0.0,0.0
5a8574945542997b5ce3fffb,"Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelter, the 1970 Rolling Stones documentary?",chunk_packed_220,ace_focused_220,0.36615405972756565,0.38157595342847817,0.3746436514257607,0.36613042055016176,1.0,211,5,1.0,1.0,199,5,1.0,1.0,193,4,1.0,1.0
5a8704f8554299211dda2ba4,What is the name of the Isles who were led by Aonghus Mór and covered a total land area of over 8300 km2?,ace_packed_220,chunk_packed_220,0.26311218341719783,0.2636667627623275,0.2605334183020516,0.3233918720435919,0.42857142857142855,209,4,0.0,0.5,205,5,0.0,0.16666666666666666,205,5,0.0,0.16666666666666666
5a81d1f0554299676cceb0ee,"Which part of Handel's Messiah covers the birth of a child who, according to the gospels of Luke and Matthew, was born in Bethlehem?",ace_packed_220,chunk_packed_220,0.2662295678613285,0.26325376527767735,0.2680980370771736,0.31415375065950324,1.0,219,3,1.0,1.0,196,4,0.0,0.5,204,5,0.0,0.0
5a7bf84b5542996dd594b875,What Danish drama thriller which takes place in both Denmark and Africa was produced by Sisse Graum Jørgensen?,chunk_packed_220,chunk_packed_220,0.32294680422844446,0.30578322346411707,0.31780069256047383,0.2953444901233372,1.0,209,5,1.0,1.0,219,5,1.0,1.0,217,4,1.0,1.0
5ab69e4f554299710c8d1eee,Katie sagona is known as what kind of actor because she was a child acting on stage or in motion pictures or television?,chunk_packed_220,ace_focused_220,0.31104544958078184,0.3365940664710421,0.3032126416971638,0.33238921992171977,0.25,193,3,0.0,0.5,218,4,1.0,1.0,185,4,1.0,1.0
5ae64ad25542995703ce8b4f,What was the name of the commander who captured all of the French ships that varied in size?,chunk_packed_220,chunk_packed_220,0.2308100337735721,0.24421193514378925,0.25478691307334045,0.2553488816220172,1.0,196,3,0.0,0.0,200,3,0.0,0.0,215,4,0.0,0.0
5a7571135542992d0ec05f98,Ralph Hefferline was a psychology professor at a university that is located in what city?,chunk_packed_220,ace_packed_220,0.38507255329939155,0.40448443091793673,0.41487028410166615,0.37989776870734493,0.6666666666666666,195,5,1.0,1.0,183,5,1.0,1.0,183,5,1.0,1.0
5a8f2fed55429918e830d1c7,Both Bo Diddley and The Yardbirds played which common genre of music during their careers?,chunk_packed_220,ace_packed_220,0.23756300882748316,0.2388020364163997,0.24311912893141385,0.24473666709128244,0.6666666666666666,200,4,0.0,0.0,201,5,1.0,1.0,201,5,0.0,0.0
5ab596d95542992aa134a371,WHere are both Sanming and Jiutai District located?,chunk_packed_220,ace_packed_220,0.2549095745767134,0.27166408532517156,0.273126057706363,0.2725457380397682,0.42857142857142855,187,5,0.0,0.0,184,5,0.0,0.0,215,5,0.0,0.0
5a71214d5542994082a3e5b9,What production company was founded by George Balanchine to create a live stage version of the 1942 film Casablanca?,ace_packed_220,ace_packed_220,0.27961217234879454,0.28411566531075316,0.2981686253871819,0.4121734439313388,0.6666666666666666,213,3,0.0,0.0,207,4,1.0,1.0,218,3,0.0,0.0
5ac298f9554299657fa28fc9,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",chunk_packed_220,chunk_packed_220,0.257547984963496,0.2598443483239837,0.2604681669604355,0.2380607194343946,0.42857142857142855,216,4,0.0,0.125,219,4,0.0,0.125,220,5,0.0,0.125
5ae35e8c5542990afbd1e120,who was the anthropologist who thought that the plaster casts that were discovered by Paul Freeman were a critical piece of evidence?,chunk_packed_220,ace_packed_220,0.31786411011843063,0.3589804622771984,0.34669282609213137,0.29417321223173876,0.42857142857142855,217,4,0.0,0.0,214,4,0.0,0.25,205,3,0.0,0.0
5ae616ce5542992663a4f259,What are the names of the co-directors of the psychological horror film starring Emily Browning and Elizabeth Banks?,ace_packed_220,ace_focused_220,0.28383356693015455,0.3402894215263914,0.3173529995993636,0.3402006720127151,0.42857142857142855,213,4,0.0,0.3333333333333333,220,4,0.0,0.3333333333333333,200,4,0.0,0.3333333333333333
5abbc3a955429931dba144f9,Where is the first major improved highway located?,ace_packed_220,chunk_packed_220,0.2427489756790303,0.25942659458422923,0.2589729035769661,0.28606479029823195,0.1111111111111111,202,4,0.0,0.0,217,5,0.0,0.0,217,5,0.0,0.0
5adfe6c455429906c02daa85,Which store in Gurney Paragon was founded in Belgium in 1926?,chunk_packed_220,ace_packed_220,0.29238228696270274,0.2709489472896817,0.28184162485557945,0.30972206025540683,1.0,217,5,0.0,0.0,195,5,1.0,1.0,210,5,0.0,0.0
5a7f924c55429969796c1aba,"Which Star of British-Canadian-American satirical comedy, co starting with Ricky Gervais, began his career in sketch comedy series""Full Frontal"" ?",chunk_packed_220,ace_packed_220,0.26481864826795654,0.26594302632360556,0.2581805211614503,0.2807552231182708,0.42857142857142855,217,4,0.0,0.0,208,4,0.0,0.0,208,4,0.0,0.0
5ab938fb554299131ca422ce,Löwenbräu and Bürgerbräukeller are both located where?,chunk_packed_220,ace_packed_220,0.3212419826834628,0.36108100713386626,0.3450075981053916,0.32376550871325616,0.25,211,4,0.0,0.0,203,5,0.0,0.0,206,4,0.0,0.0
5ae1e80b5542997f29b3c197,Progress MS-09 was used to resupply the satellite that first launched into orbit in what year?,chunk_packed_220,chunk_packed_220,0.29703464316953554,0.2841574478527593,0.2938869904709662,0.3103008801114965,1.0,211,4,0.0,0.0,217,4,0.0,0.0,217,4,0.0,0.0
5a89e3995542992e4fca844d,H-63 is a highway that runs near the county seat of what Michigan county?,ace_packed_220,chunk_packed_220,0.33500157353563365,0.3124300827969616,0.3320233503886538,0.4599765517225848,0.6666666666666666,217,5,0.0,0.5,215,5,0.0,0.0,220,5,0.0,0.0
5ab8919655429934fafe6e13,Who used a Barrack buster to shoot down a British Army Lynx helicopter,ace_packed_220,chunk_packed_220,0.25860771465645926,0.28725705280321634,0.29588144839368813,0.32236964992487693,0.42857142857142855,193,3,0.0,0.0,212,4,0.0,0.0,211,3,0.0,0.0
5add18345542994ed6169c7e,What liberal arts college has their athletic teams named the Lincoln Memorial Railsplitters?,ace_packed_220,ace_packed_220,0.2832329441408201,0.29408123817454795,0.30829204225438495,0.3563883165532947,0.6666666666666666,218,5,1.0,1.0,212,4,1.0,1.0,220,5,1.0,1.0
5a825b0e55429954d2e2eb0c,The Lucy Maud Montgomery novel about the character Anne Shirley was first translated into Japanese by what woman?,chunk_packed_220,chunk_packed_220,0.3338015017546112,0.3139432655630423,0.32778026283979933,0.33883360501400983,0.6666666666666666,216,5,0.0,0.0,217,5,0.0,0.0,217,5,0.0,0.0
5ab54056554299488d4d9923,Did Yasuzo Masumura and Pitof hail from the same country and professional career?,chunk_packed_220,ace_packed_220,0.25341274868566344,0.24015392408167677,0.25273709596507976,0.2683210189908978,0.25,204,4,0.0,0.0,200,5,0.0,0.0,200,5,0.0,0.0
5a8a416955429930ff3c0d2b,"What did Eric Radomski produce that premiered on Disney XD on May 26, 2013?",ace_packed_220,ace_focused_220,0.28244791825502436,0.259850730921828,0.26116048757754123,0.3313972257556626,0.25,216,5,1.0,1.0,219,5,1.0,1.0,213,5,1.0,1.0
5a729fe55542991f9a20c53b,What man is credited eith inventing both the Leyden jar and the Tribometer?,ace_packed_220,ace_packed_220,0.23685894277913686,0.2588705734501724,0.2705304025570152,0.3111066846090237,0.42857142857142855,213,4,0.0,0.0,205,4,0.0,0.5,209,5,0.0,0.5
5abee41a5542993fe9a41d79,"What type of auto racing, performed on clay or dirt surfaced oval tracks, is run for the Australian Street Stock Championship? ",ace_packed_220,chunk_packed_220,0.3029894766538431,0.33638994417326107,0.32118243714600353,0.4585798105459997,1.0,215,5,1.0,1.0,215,5,1.0,1.0,215,5,1.0,1.0
5a8327fd5542990548d0b1a3,"Forest Hill, Texas is a suburb of which fifth-largest city in the state?",ace_packed_220,ace_packed_220,0.3682094131639069,0.3609504474217417,0.37045597048816,0.419064441285549,0.42857142857142855,220,5,1.0,1.0,186,5,1.0,1.0,195,5,1.0,1.0
5a7264ed5542990c210a411a,What was the slogan  that came about from the idea of Lebensraum which had its most extreme form supported by the Nazi Party until the end of World War II?,ace_packed_220,ace_packed_220,0.2932252029715652,0.3414769193071493,0.3332844246794031,0.3690029960052749,0.6666666666666666,219,3,0.0,0.0,208,4,0.0,0.0,208,4,0.0,0.0
5a74cfc75542996c70cfadfe,Which Bob Stoops coached team beat the 2016 Auburn Tigers football team?,ace_packed_220,ace_focused_220,0.343704596886811,0.3321200686971103,0.34155404987692684,0.41314399028114135,0.6666666666666666,219,4,1.0,1.0,219,4,0.0,0.7499999999999999,215,4,1.0,1.0
5abe3c7555429965af743ea5,"According to the 2010 census, what was the population of the city after which the vice president, in April 1813, was named?",chunk_packed_220,ace_packed_220,0.2814569178414913,0.3138900590771437,0.30904727232060786,0.3092039236419327,0.1111111111111111,219,4,0.0,0.0,202,4,0.0,0.0,220,4,0.0,0.0
5a88a5645542997e5c09a679,"Which was published first, Take It Easy or Personal Preference?",ace_packed_220,chunk_packed_220,0.2653092783544464,0.2656962536897186,0.2922110925674665,0.3264109202733073,0.5,209,4,1.0,1.0,218,4,0.0,0.0,211,4,1.0,1.0
5a8756aa5542994846c1cd69,"Wapping has the oldest riverside tavern, dating back from when?",ace_packed_220,ace_focused_220,0.2740765613016256,0.32725436696665755,0.30262107233768176,0.32478370652791144,0.42857142857142855,219,4,0.0,0.5,218,4,0.0,0.5,192,4,0.0,0.5
5a83ab355542990548d0b218,Who was a higher ranked tennis player: Paola Suárez or Michael Venus?,ace_packed_220,ace_focused_220,0.2732837834922726,0.2983779426274083,0.279849436232479,0.3315632226170516,0.6666666666666666,215,4,1.0,1.0,216,4,1.0,1.0,203,4,1.0,1.0
5abe407155429976d4830ab4,Are Joe Orton and Bernard-Marie Koltès both playwrights ?,ace_packed_220,chunk_packed_220,0.29602808037781714,0.31315474409648597,0.334143088975214,0.396874021620057,0.6666666666666666,209,4,1.0,1.0,220,5,1.0,1.0,218,5,0.0,0.0
5a769b115542993569682c51,What American bluegrass singer performed the song Restless with The New Nashville Cats?,ace_packed_220,ace_focused_220,0.3217625669995264,0.3179943267713795,0.3079121046604477,0.3855325992366514,0.25,212,4,0.0,0.0,209,5,1.0,1.0,194,5,1.0,1.0
5abb8a9b5542996cc5e4a016,Who lived longer- Bernard-Marie Koltès or Philip José Farmer?,chunk_packed_220,ace_packed_220,0.29547545646644363,0.268971603713389,0.2960151082522127,0.30450558468588906,0.42857142857142855,219,5,0.0,0.0,184,4,0.0,0.0,184,4,0.0,0.0
5adf4b335542993a75d264a5,Paul DeBoy is known for an appearance in the Western action-adventure game developed by which company?,chunk_packed_220,chunk_packed_220,0.2867936912076561,0.2762796137807486,0.2822620378330237,0.2809738075211755,0.42857142857142855,206,4,0.0,0.4,220,5,0.0,0.4,220,5,0.0,0.4
5a8a19c45542992e4fca8501,Are either The Pogues or Pillar an electronic dance music group?,ace_packed_220,ace_packed_220,0.23911946400248052,0.266722985124667,0.26952276706377043,0.3086311749873457,0.42857142857142855,207,4,0.0,0.0,191,5,0.0,0.0,191,5,0.0,0.0
5ac2f34455429921a00ab0b6,What university did Bill Daly graduate that Gary Bettman also graduated from?,chunk_packed_220,ace_packed_220,0.2497926201584477,0.24893583680854747,0.2364292277424245,0.26674852688328426,0.42857142857142855,204,5,0.0,0.2,204,5,0.0,0.25,220,5,0.0,0.25
5a7e040f5542990b8f503b13,"Who was born first, Bruce Conner or Nils Gaup?",chunk_packed_220,ace_focused_220,0.28437702953504695,0.28556119622253395,0.2912401501952229,0.3061117810213199,0.6666666666666666,217,5,1.0,1.0,193,5,1.0,1.0,181,5,1.0,1.0
5a8f186055429918e830d186,What is one of the most successful retro-clones that is no longer supported by Wizards of the Coast?,ace_packed_220,chunk_packed_220,0.2837633196335597,0.3048971537049656,0.3046158790709249,0.3791439560053601,0.42857142857142855,207,4,0.0,0.0,218,4,0.0,0.0,207,4,0.0,0.0
5ac4fbe255429924173fb53b,"Name one of the Judges of Spring Baking Championship television series who was born on December 17, 1974 ?",ace_packed_220,ace_focused_220,0.290154354963305,0.28847612449028337,0.2884395804835549,0.32693023463017973,0.6666666666666666,217,5,0.0,0.0,187,5,0.0,0.0,215,4,0.0,0.6666666666666666
5a8591715542994c784ddb27,What was the breakthrough role of the actor starring in Good Boy! and was a native of Atlanta?,ace_packed_220,ace_packed_220,0.244884344290405,0.2614443563132225,0.25899514518354394,0.2899473356140172,0.25,209,4,0.0,0.0,212,3,0.0,0.6666666666666666,220,4,0.0,0.0
