qid,question,rule_policy,oracle_policy,chunk_confidence,bm25_confidence,hybrid_confidence,ace_confidence,ace_chunk_doc_jaccard,chunk_packed_280_tokens,chunk_packed_280_doc_count,chunk_packed_280_em,chunk_packed_280_f1,bm25_packed_280_tokens,bm25_packed_280_doc_count,bm25_packed_280_em,bm25_packed_280_f1,hybrid_packed_280_tokens,hybrid_packed_280_doc_count,hybrid_packed_280_em,hybrid_packed_280_f1,ace_packed_280_tokens,ace_packed_280_doc_count,ace_packed_280_em,ace_packed_280_f1,ace_focused_220_tokens,ace_focused_220_doc_count,ace_focused_220_em,ace_focused_220_f1
5a8192045542995ce29dcc04,"Inserra Supermarkets is a supermarket chain that is a member of what cooperative that was founded in 1946 and based in Keasbey, New Jersey?",chunk_packed_280,ace_focused_220,0.3331566724330348,0.3454990714294394,0.33470736588693606,0.33781540728354453,0.6666666666666666,272,5,1.0,1.0,270,5,1.0,1.0,270,5,1.0,1.0,269,5,1.0,1.0,217,5,1.0,1.0
5a817d8c55429903bc27b974,Jim Jeffcoat is currently an assistant football coach in a university that was founded how many month before Colorado was admitted to the Union ?,ace_focused_220,ace_focused_220,0.3065521351685202,0.31423452444905275,0.30297663319556567,0.3444155432524738,0.42857142857142855,275,5,0.0,0.0,278,5,0.0,0.0,274,5,0.0,0.0,277,5,0.0,0.0,214,5,0.0,0.0
5adf0ae45542992d7e9f9286,"Where was the film set in which the daughter of Shashi Kapoor, along side Sarat Pujari and Navni Parihar, set?",ace_focused_220,ace_packed_280,0.271185813286548,0.3019124979981803,0.27968377605447997,0.3522511982798149,0.25,279,5,0.0,0.6666666666666666,278,5,0.0,0.6666666666666666,271,5,0.0,0.6666666666666666,266,5,0.0,0.6666666666666666,213,5,0.0,0.0
5a7309a15542992359bc320c,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",chunk_packed_280,ace_focused_220,0.2783396212195991,0.25469528380251594,0.27342373748565385,0.28855330653797273,0.42857142857142855,265,5,1.0,1.0,273,5,0.0,0.0,279,5,1.0,1.0,258,5,1.0,1.0,199,4,1.0,1.0
5ac54f8d5542993e66e822f5,"When did the author of ""Computing Machinery and Intelligence"" die?",ace_focused_220,ace_focused_220,0.32191355485032713,0.3229672957962725,0.34403620465670726,0.37912207535910647,0.6666666666666666,273,5,0.0,0.5,276,5,0.0,0.0,275,5,0.0,0.0,277,5,0.0,0.0,212,5,0.0,0.5
5ae5cf625542996de7b71a22,What sports team included both of the brothers Case McCoy and Colt McCoy during different years?,chunk_packed_280,ace_focused_220,0.24856499886481215,0.27609722658109936,0.2686987741181516,0.26334123806831006,0.42857142857142855,274,5,0.0,0.0,274,5,0.0,0.8571428571428571,274,5,0.0,0.8571428571428571,279,5,0.0,0.6666666666666666,202,5,0.0,0.8571428571428571
5ae1d5a3554299234fd04319,"Which football player that topped the 10,000-yard career rushing mark has played for the New England Patriots?",ace_focused_220,chunk_packed_280,0.26531765133425367,0.2802749959005322,0.2695799853839492,0.2991502162356181,0.42857142857142855,261,4,1.0,1.0,256,4,0.0,0.0,275,5,0.0,0.0,279,5,0.0,0.8571428571428571,216,5,0.0,0.8571428571428571
5ab6390f5542995eadeeff7a,Where was the maker of Cougar bourbon whiskey headquartered before its acquisition by Anheuser-Busch InBev?,ace_focused_220,ace_focused_220,0.24635525207724582,0.2565770399857563,0.2538577265808146,0.28978087455304335,0.42857142857142855,277,5,0.0,0.0,263,4,0.0,0.0,263,4,0.0,0.0,280,5,0.0,0.6666666666666666,197,4,0.0,0.6666666666666666
5a7344e95542991f9a20c6ce,What song was number 4 on the charts when a song from FutureSex/LoveSounds was number 1?,chunk_packed_280,ace_focused_220,0.23663413061964844,0.23769600224258022,0.26086949728434955,0.23710231967800052,0.25,260,4,0.0,0.0,279,5,0.0,0.0,280,5,0.0,0.0,279,5,0.0,0.0,220,5,0.0,0.0
5ac2ed41554299218029db96,"Which genus has more species, Monstera or Cercis?",chunk_packed_280,ace_focused_220,0.22704171252978256,0.2644076651827426,0.26027948482351876,0.23855397580729587,0.42857142857142855,266,5,1.0,1.0,266,5,1.0,1.0,266,5,1.0,1.0,267,5,1.0,1.0,212,4,1.0,1.0
5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",ace_focused_220,ace_focused_220,0.2511119013901344,0.2191269785414512,0.24601788433357474,0.2889461579457937,0.42857142857142855,276,5,0.0,0.0,278,5,0.0,0.0,273,5,0.0,0.0,237,5,0.0,0.0,205,5,0.0,0.0
5aba7cb455429901930fa7eb,What honor has been received by both a former NASA Astronaut and the Founder of FlightSafety International?,chunk_packed_280,chunk_packed_280,0.21486476131581997,0.22412771553729605,0.22521724037193547,0.24185941404241795,0.42857142857142855,275,5,1.0,1.0,276,5,0.0,0.25,275,5,0.0,0.25,257,5,0.0,0.0,198,5,0.0,0.0
5ac083b0554299294b21900d,What kind of beverage does Planter's Punch and Black Velvet have in common?,chunk_packed_280,ace_focused_220,0.29164949458351375,0.31175175375070296,0.3166762745090431,0.28714281426547417,0.42857142857142855,272,5,0.0,0.0,275,5,0.0,0.0,267,5,0.0,0.0,273,5,0.0,0.0,219,5,0.0,0.0
5a7d1bf65542995ed0d165f0,What year was the midfielder who shot the winning goal in the 2009 DFB-Pokal Final born?,ace_focused_220,ace_focused_220,0.2772917993873174,0.30132283460466414,0.30175576755334566,0.32219185004626416,0.42857142857142855,273,5,1.0,1.0,279,5,0.0,0.0,265,5,0.0,0.0,251,5,0.0,0.0,217,5,1.0,1.0
5a81a2705542990a1d231e30,"Which is farther north, Wynantskill, New York or Hannaford Brothers Company?",ace_focused_220,ace_focused_220,0.281726653404608,0.27779242462140574,0.28150571165493987,0.35639894467657673,0.42857142857142855,275,5,0.0,0.0,272,5,0.0,0.0,272,5,0.0,0.0,271,5,0.0,0.5,211,3,0.0,0.5
5a82626655429966c78a6a08,"Who has been a member of more music bands, Ian MacKaye or Brody Dalle?",chunk_packed_280,ace_focused_220,0.2281797518644732,0.22994540580812134,0.2360499251985543,0.2512417942433004,1.0,271,4,0.0,0.6666666666666666,262,4,0.0,0.0,267,4,0.0,0.6666666666666666,270,5,0.0,0.6666666666666666,214,5,0.0,0.6666666666666666
5a88a23f5542997e5c09a652,"Which director, Chris O'Dea or Lucky McKee,  is a Master of Fine Arts graduate of the UCLA School of Theater, Film and Television?",ace_focused_220,ace_focused_220,0.36666690757190146,0.3656161007139501,0.40901726549492234,0.46766855595114787,0.42857142857142855,276,5,0.0,0.0,276,4,0.0,0.0,250,4,0.0,0.0,260,5,0.0,0.0,208,5,0.0,0.0
5ae518ae5542993aec5ec13c,Were the documentaries  One Big Hapa Family and A Film Unfinished directed by the same person?,chunk_packed_280,ace_focused_220,0.35120363209277583,0.36967037812935477,0.3668142431664779,0.3688985025953061,0.42857142857142855,276,5,0.0,0.0,280,5,0.0,0.0,270,5,0.0,0.0,277,5,0.0,0.0,195,4,0.0,0.0
5a8d227a554299585d9e37b1, What annual event occurs on a property co-founded by an American who was the best-selling recording artist of the 20th century?,chunk_packed_280,ace_focused_220,0.24729786287906985,0.2530633773385268,0.25514373522841405,0.23578051208569786,0.0,278,5,0.0,0.0,279,5,0.0,0.0,265,5,0.0,0.0,243,3,0.0,0.0,201,3,0.0,0.0
5ae5dae2554299546bf82fa4,"Faruk Halibegovic was born in what city that is the capital and largest city of Bosnia and Herzegovina with a population of 275,524?",ace_focused_220,ace_focused_220,0.3350338831636448,0.31049200611488137,0.34683537305963336,0.4267362973133262,0.6666666666666666,278,5,1.0,1.0,259,5,1.0,1.0,257,5,1.0,1.0,277,5,1.0,1.0,217,4,1.0,1.0
5ac0e0c75542997d64295a6e,Reggaetón Lento is a song by the boy band formed on which date?,ace_focused_220,ace_focused_220,0.27827356189222874,0.27667832253409197,0.2789431575747142,0.43497047899448116,0.6666666666666666,272,5,1.0,1.0,279,5,1.0,1.0,271,5,1.0,1.0,251,5,0.0,0.0,210,4,1.0,1.0
5a8268aa55429940e5e1a8aa,Hugo Rodríguez Romero is a Spanish footballer who plays for a team in the autonomous community of what?,chunk_packed_280,ace_focused_220,0.3859369248839867,0.4088771812566536,0.4009971371970664,0.3864324849308085,0.42857142857142855,277,5,0.0,0.0,265,5,1.0,1.0,267,5,0.0,0.0,272,5,0.0,0.0,218,5,1.0,1.0
5a79c1095542996c55b2dc62,"Who died first, Chester Erskine or Sam Taylor?",ace_packed_280,ace_focused_220,0.2722478049095068,0.2591310361579346,0.27620768430555176,0.33814564084813303,0.42857142857142855,231,5,1.0,1.0,252,5,0.0,0.0,258,5,1.0,1.0,270,5,1.0,1.0,216,5,1.0,1.0
5ae18d615542997283cd2229,To what sport does the Atomweight class belong?,ace_focused_220,ace_focused_220,0.2557105845242029,0.24815218483487095,0.2473462780470485,0.31080950612555447,0.6666666666666666,275,5,1.0,1.0,272,5,1.0,1.0,278,5,1.0,1.0,274,5,1.0,1.0,200,5,1.0,1.0
5ae0156455429942ec259c15,What is the name of the fashion label that the founder of the Faena Arts Center founded in 1985?,ace_focused_220,ace_focused_220,0.2874051165956061,0.3070041251380743,0.30132059561040553,0.32533883710757805,0.6666666666666666,274,5,1.0,1.0,277,5,1.0,1.0,268,5,1.0,1.0,266,5,0.0,0.0,219,4,1.0,1.0
5a876f785542993e715abf42,"Which person, William Blake Herron or John Carpenter, held more diverse roles in the movie industry?",chunk_packed_280,ace_focused_220,0.25510539538080557,0.2635946211723009,0.263776140797916,0.2826960675220059,0.6666666666666666,275,5,0.0,0.0,273,5,0.0,0.0,271,5,0.0,0.0,260,5,0.0,0.0,207,5,0.0,0.0
5ae25d2b554299495565da46,"Who has more singles titles, Brian Gottfried or Peter Fleming?",chunk_packed_280,ace_focused_220,0.3020477243302624,0.32316465148322915,0.31381510875998114,0.3055251604902172,0.6666666666666666,280,5,0.0,0.0,279,5,0.0,0.0,269,5,0.0,0.0,255,5,0.0,0.0,216,5,0.0,0.0
5a9068f85542990a98493623,What was the nickname of the 76er who was drafted 3rd in the 2014 draft? ,ace_focused_220,ace_focused_220,0.21726582896130023,0.2205547612687663,0.22723177417515295,0.2907630884916217,0.42857142857142855,275,4,1.0,1.0,278,4,0.0,0.0,276,4,1.0,1.0,278,5,1.0,1.0,210,4,1.0,1.0
5a772c395542993735360207,What else was Baghdad known as during the Abbasid Caliphate?,ace_focused_220,ace_focused_220,0.21061907383320447,0.23605160840763456,0.21419298695997596,0.26583152320686254,1.0,263,4,0.0,0.0,279,4,0.0,0.0,263,4,0.0,0.0,273,4,0.0,0.0,205,3,0.0,0.0
5a80522b5542996402f6a4c1,What population ranking is the Oklahoma city located south of a wilderness area spanning over 5000 acres?,ace_focused_220,ace_focused_220,0.2608308328165797,0.2669196925930277,0.2749800524346787,0.28970045288551605,0.6666666666666666,280,5,0.0,0.0,272,4,0.0,0.0,269,4,0.0,0.0,280,5,0.0,0.0,208,4,0.0,0.0
5add60905542995b365fab1d,What do Victor Salva and Emilio Fernández have in common?,ace_focused_220,ace_focused_220,0.27235710379555605,0.29320352933637983,0.29841766511300616,0.30635301265346815,0.6666666666666666,272,5,0.0,0.0,274,5,0.0,0.0,275,5,0.0,0.0,279,5,0.0,0.0,205,5,0.0,0.0
5a75092b55429916b0164242,What third film in a franchise did Camile Delamarre edit?,chunk_packed_280,ace_focused_220,0.2299037103513901,0.21832758852473724,0.21608312475193026,0.22733899061365723,0.1111111111111111,265,5,1.0,1.0,279,5,0.0,0.5,259,5,1.0,1.0,279,5,1.0,1.0,208,5,1.0,1.0
5adf8ade5542993344016ce8,"Dutch-born American businessman, Harry Koch, fathered a son born in 1900 that founded which oil refinery firm?",chunk_packed_280,bm25_packed_280,0.30879257201884724,0.3100558071808204,0.2991270746476282,0.32498475682464156,0.25,278,5,1.0,1.0,268,5,1.0,1.0,268,5,1.0,1.0,275,5,1.0,1.0,218,4,0.0,0.0
5ae25e835542992decbdccd1,"A British sports, health and leisure business hosted the World Games on what dates?",chunk_packed_280,ace_focused_220,0.3256737132882813,0.39144634619944685,0.3588690679094602,0.3229061733238157,0.6666666666666666,257,5,0.0,0.4000000000000001,272,5,0.0,0.0,269,5,0.0,0.4000000000000001,263,5,0.0,0.4000000000000001,213,4,0.0,0.4000000000000001
5a8013e45542995d8a8ddf41,"Cowie Castle at Stonehaven, and Allardice Castle near Inverbervie, are part of a coastal chain of castles in Scotland overlooking which sea?",ace_focused_220,ace_focused_220,0.27544469461062204,0.3154146546957523,0.3008410840717658,0.3158402162506344,1.0,278,5,1.0,1.0,279,5,1.0,1.0,278,5,1.0,1.0,272,5,1.0,1.0,216,5,1.0,1.0
5a871a5e5542996432c5721e,"What character did James Byron Dean play in his final lead role, which earned him his second Academy Award?",ace_focused_220,ace_focused_220,0.25996592838369315,0.2211668859373414,0.24039763691584526,0.2896234584812449,0.6666666666666666,279,4,0.0,0.0,268,4,0.0,0.0,272,4,0.0,0.0,247,4,0.0,0.0,201,4,0.0,0.0
5ae0c9dd5542993d6555ec69,Are Rob Parissi and Robert Pollard both musicians,ace_focused_220,ace_focused_220,0.26354350311888625,0.2738388047498022,0.27213165193163646,0.33084144133760407,0.6666666666666666,262,5,0.0,0.0,278,5,0.0,0.0,262,5,0.0,0.0,269,5,0.0,0.0,211,5,0.0,0.0
5abd8c295542992ac4f382ab, The Minnesota State High School Mathematics League was founded by a professor at a private coeducational liberal arts college founded in what year? ,chunk_packed_280,ace_focused_220,0.3857388460983422,0.4077187990621587,0.39751658903356446,0.38060565586241163,1.0,280,5,0.0,0.0,279,5,0.0,0.0,279,5,1.0,1.0,279,5,1.0,1.0,220,5,1.0,1.0
5a8b8b3a5542995d1e6f13e5,What is the relationship between the singers on the album Tales of Old Grand Daddy?,ace_focused_220,ace_focused_220,0.36601466360919266,0.38214378223136414,0.3829754402113583,0.4068825250232876,1.0,277,5,0.0,0.0,276,5,0.0,0.0,260,5,0.0,0.0,273,5,0.0,0.0,212,5,0.0,0.0
5ae6363b55429929b0807af0,When was the defending titlist of 2009–10 Biathlon World Cup – Pursuit Men born? ,chunk_packed_280,ace_packed_280,0.4388150026699724,0.4409974843351224,0.44272106941149236,0.4229320282913409,0.6666666666666666,168,5,0.0,0.0,168,5,0.0,0.0,168,5,0.0,0.0,166,5,0.0,0.0,166,5,0.0,0.0
5ac0b8395542996f0d89cc21,"In which European language is ""Olympischerer"" an adjective?",chunk_packed_280,ace_focused_220,0.23854395134795947,0.2890992060760225,0.2760417703853024,0.18971710637601355,0.4,272,4,1.0,1.0,266,5,0.0,0.0,270,4,1.0,1.0,274,2,1.0,1.0,203,2,1.0,1.0
5adf3e835542993a75d26442,Which comic series involves characters such as Nick Fury and Baron von Strucker?,chunk_packed_280,ace_focused_220,0.2779682476037698,0.3216850729721702,0.2943628247969534,0.28762811475786354,1.0,279,5,0.0,0.0,270,5,0.0,0.0,270,5,0.0,0.0,273,5,0.0,0.0,213,5,0.0,0.0
5a731a635542994cef4bc458,What series has Smith worked on that is based on a novel by Margaret Atwood?,chunk_packed_280,ace_focused_220,0.26814760223331857,0.2523069786424413,0.25586039224241447,0.29183324875082506,0.6666666666666666,257,5,0.0,0.0,254,5,1.0,1.0,262,5,0.0,0.0,250,5,0.0,0.0,201,5,1.0,1.0
5adcc90c5542990d50227d1b,Who was an important leader of the Democratic-Republican Party?,ace_focused_220,ace_focused_220,0.3128718332616316,0.3198431140415363,0.30327105517360264,0.41061781751211734,0.42857142857142855,278,5,1.0,1.0,276,5,1.0,1.0,265,4,1.0,1.0,270,5,1.0,1.0,217,5,1.0,1.0
5ae402085542995dadf242ca,W41AP is a station owned by the daily newspaper serving what nearby city in Erie County?,chunk_packed_280,ace_focused_220,0.3126797963389063,0.3133563702972339,0.30723449086259336,0.30961139763279333,1.0,278,5,0.0,0.0,274,5,0.0,0.0,274,5,0.0,0.0,266,5,0.0,0.0,216,5,0.0,0.0
5a81d19b55429926c1cdad90,"Tryon D. Lewis is a lawyer from Odessa, Texas which is located in what county?",ace_focused_220,ace_focused_220,0.31441718557416765,0.2952015479856779,0.3093533944962598,0.385119726391532,0.6666666666666666,267,5,0.0,0.6666666666666666,267,5,0.0,0.6666666666666666,267,5,0.0,0.6666666666666666,276,5,0.0,0.6666666666666666,218,5,0.0,0.6666666666666666
